IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Type,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
SMTZ23_10017636,WORSMTZ_17635,76-2,35.3429,10135,SMTZ23_100176367,SMTZ23_10017636.24,CDS,5934,6605,671,638169062,638154507,49.4,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10038461,WORSMTZ_38460,76-4,33.1925,8282,SMTZ23_1003846111,SMTZ23_10038461.37,CDS,7292,7810,518,638169062,638154507,47.2,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10032162,WORSMTZ_32161,76-5,33.2909,8648,SMTZ23_1003216215,SMTZ23_10032162.43,CDS,5420,5932,512,638169062,638154507,47.7,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10000024,WORSMTZ_23,76-6,36.0149,155408,SMTZ23_10000024146,SMTZ23_10000024.493,CDS,114970,115494,524,638169062,638154507,44.9,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10000001,WORSMTZ_0,76-7,35.8578,549755,SMTZ23_1000000140,SMTZ23_10000001.139,CDS,35359,36495,1136,638169062,638154507,38.1,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10003197,WORSMTZ_3196,#N/A,36.5482,44336,SMTZ23_1000319726,SMTZ23_10003197.91,CDS,24552,25070,518,638169062,638154507,44.9,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10002388,WORSMTZ_2387,#N/A,40.5019,34191,SMTZ23_100023886,SMTZ23_10002388.18,CDS,4050,4583,533,638169062,638154507,40.9,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,KO:K13280,40.9,EC:3.4.-
SMTZ23_10005186,WORSMTZ_5185,#N/A,37.3856,20861,SMTZ23_100051865,SMTZ23_10005186.17,CDS,2910,3425,515,638169062,638154507,45.5,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,KO:K13280,32.8,EC:3.4.-
SMTZ23_10004313,WORSMTZ_4312,#N/A,32.6148,20506,SMTZ23_100043138,SMTZ23_10004313.28,CDS,5500,5964,464,638169062,638154507,37.5,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,COG2932,24.19,pfam00717,KO:K13280,37.5,EC:3.4.-
SMTZ23_10010694,WORSMTZ_10693,#N/A,29.6907,16490,SMTZ23_100106946,SMTZ23_10010694.16,CDS,3394,3666,272,638168081,638154507,73.1,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,domain,pfam01855,COG0674,39.74,pfam01855,KO:K00169,73.1,EC:1.2.7.1
SMTZ23_10010779,WORSMTZ_10778,#N/A,31.3094,13143,SMTZ23_100107799,SMTZ23_10010779.29,CDS,9460,9924,464,638169062,638154507,40.4,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,COG2932,21.74,pfam00717,KO:K13280,40.4,EC:3.4.-
SMTZ23_10014048,WORSMTZ_14047,#N/A,30.1049,11440,SMTZ23_1001404813,SMTZ23_10014048.48,CDS,10612,11061,449,638169062,638154507,38,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,COG2932,18.48,pfam00717,KO:K13280,38,EC:3.4.-
SMTZ23_10016603,WORSMTZ_16602,#N/A,44.5271,10479,SMTZ23_100166031,SMTZ23_10016603.1,CDS,2,709,707,638168081,638154507,45.6,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,domain,pfam01855,COG0674,32.5,pfam01855,KO:K00169,45.6,EC:1.2.7.1
SMTZ23_10037891,WORSMTZ_37890,#N/A,50.0998,10022,SMTZ23_100378918,SMTZ23_10037891.21,CDS,3535,3900,365,638168750,638154507,71,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,domain,pfam01855,COG0674,54.64,pfam01855,KO:K00174,71,EC:1.2.7.3
SMTZ23_10038244,WORSMTZ_38243,#N/A,34.4749,6541,SMTZ23_100382443,SMTZ23_10038244.9,CDS,1303,1956,653,638169062,638154507,46.6,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10066546,WORSMTZ_92176,#N/A,41.1755,6380,SMTZ23_100665469,SMTZ23_10066546.26,CDS,4550,5083,533,638169062,638154507,38.3,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10010015,WORSMTZ_10014,#N/A,45.7364,18998,SMTZ23_1001001518,SMTZ23_10010015.58,CDS,18568,18996,428,638168127,638154507,59.2,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,,,COG0449,53.19,pfam13522,KO:K00820,59.2,EC:2.6.1.16
SMTZ23_10070670,WORSMTZ_144402,#N/A,48.2324,6110,SMTZ23_100706707,SMTZ23_10070670.18,CDS,3383,4018,635,638169667,638154507,52.8,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,46.5,pfam00202,KO:K00821,52.8,EC:2.6.1.11
SMTZ23_10046341,WORSMTZ_46340,#N/A,49.6323,5847,SMTZ23_100463415,SMTZ23_10046341.16,CDS,3989,5104,1115,638168127,638154507,38.3,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,34.54,pfam01380,KO:K00820,38.3,EC:2.6.1.16
SMTZ23_10059451,WORSMTZ_59450,#N/A,44.4997,5836,SMTZ23_100594512,SMTZ23_10059451.5,CDS,422,1138,716,638169667,638154507,49.3,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;kandleri;Methanopyrus kandleri AV19,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,44.65,pfam00202,KO:K00821,49.3,EC:2.6.1.11
SMTZ23_10000020,WORSMTZ_19,76,32.5131,205108,SMTZ23_10000020126,SMTZ23_10000020.443,CDS,124952,126853,1901,2501414540,2501025505,48.6,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,41.6,pfam02775,KO:K00179,42.1,EC:1.2.7.8
SMTZ23_10000830,WORSMTZ_829,76,37.5052,43138,SMTZ23_1000083013,SMTZ23_10000830.45,CDS,8735,9754,1019,2501415002,2501025505,43.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,28.44,pfam00557,KO:K01265,41.7,EC:3.4.11.18
SMTZ23_10047118,WORSMTZ_47117,84,62.8433,5789,SMTZ23_100471181,SMTZ23_10047118.1,CDS,2,5788,5786,2501415387,2501025505,28.6,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,COG3889,27.45,pfam01364,,,
SMTZ23_10000119,WORSMTZ_118,76-7,36.881,89805,SMTZ23_1000011978,SMTZ23_10000119.260,CDS,66398,67429,1031,2501415002,2501025505,43.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,35.32,pfam00557,KO:K01265,40.1,EC:3.4.11.18
SMTZ23_10012615,WORSMTZ_12614,86-1,40.2167,12092,SMTZ23_100126156,SMTZ23_10012615.21,CDS,5112,7022,1910,2501416335,2501025505,43.8,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.47,pfam02775,KO:K00179,43.8,EC:1.2.7.8
SMTZ23_10032954,WORSMTZ_32953,86-1,41.7228,7128,SMTZ23_100329545,SMTZ23_10032954.15,CDS,4201,6066,1865,2501414540,2501025505,52.7,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,40.77,pfam02775,KO:K00179,42.2,EC:1.2.7.8
SMTZ23_10001253,WORSMTZ_1252,#N/A,29.6562,51743,SMTZ23_100012533,SMTZ23_10001253.9,CDS,2973,7949,4976,2501415387,2501025505,29.7,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,COG1572,18.92,pfam01364,,,
SMTZ23_10002730,WORSMTZ_2729,#N/A,39.417,25248,SMTZ23_100027307,SMTZ23_10002730.19,CDS,5801,11389,5588,2501415387,2501025505,31.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,COG1470,18.12,pfam01364,,,
SMTZ23_10004002,WORSMTZ_4001,#N/A,42.61,21617,SMTZ23_1000400215,SMTZ23_10004002.50,CDS,16978,17460,482,2501416093,2501025505,33.1,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase S24-like,pfam00717,COG0681,26.88,pfam00717,KO:K13280,34,EC:3.4.-
SMTZ23_10005010,WORSMTZ_5009,#N/A,46.8276,19134,SMTZ23_1000501011,SMTZ23_10005010.29,CDS,11931,17003,5072,2501415387,2501025505,26.8,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,COG1572,23.16,pfam01364,,,
SMTZ23_10010998,WORSMTZ_10997,#N/A,58.9424,13218,SMTZ23_100109985,SMTZ23_10010998.15,CDS,4688,5314,626,2501416424,2501025505,41.8,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase S24-like,pfam00717,,,pfam00717,,,
SMTZ23_10029395,WORSMTZ_29394,#N/A,44.7549,10486,SMTZ23_100293954,SMTZ23_10029395.12,CDS,3369,4007,638,2501416217,2501025505,32.3,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase S24-like,pfam00717,COG0681,17.39,pfam00717,KO:K13280,34.8,EC:3.4.-
SMTZ23_10060385,WORSMTZ_60884,#N/A,51.2948,10233,SMTZ23_100603856,SMTZ23_10060385.18,CDS,5211,5768,557,2501416093,2501025505,41.7,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase S24-like,pfam00717,COG0681,24.64,pfam00717,KO:K13280,37.3,EC:3.4.-
SMTZ23_10018791,WORSMTZ_18790,#N/A,30.8657,9807,SMTZ23_100187915,SMTZ23_10018791.9,CDS,2963,7246,4283,2501415387,2501025505,24.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,,,pfam01364,,,
SMTZ23_10020579,WORSMTZ_20578,#N/A,43.2919,9332,SMTZ23_100205795,SMTZ23_10020579.15,CDS,3902,8497,4595,2501415387,2501025505,30.4,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,COG1572,22.22,pfam01364,,,
SMTZ23_10052459,WORSMTZ_52458,#N/A,54.4751,5430,SMTZ23_100524591,SMTZ23_10052459.1,CDS,1,5430,5429,2501415387,2501025505,27.4,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Peptidase family C25,pfam01364,,,pfam01364,,,
SMTZ23_10000174,WORSMTZ_173,#N/A,31.2582,128795,SMTZ23_1000017444,SMTZ23_10000174.151,CDS,50195,50800,605,2501414539,2501025505,47.5,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,31.5,pfam01558,KO:K00180,45,EC:1.2.7.8
SMTZ23_10002363,WORSMTZ_2362,#N/A,36.8172,62430,SMTZ23_1000236362,SMTZ23_10002363.219,CDS,58229,60115,1886,2501414540,2501025505,51.8,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.44,pfam02775,KO:K00179,42.7,EC:1.2.7.8
SMTZ23_10004742,WORSMTZ_4741,#N/A,42.0428,61994,SMTZ23_1000474231,SMTZ23_10004742.105,CDS,27774,29339,1565,2501414540,2501025505,50.1,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,39.73,pfam02775,KO:K00179,41.4,EC:1.2.7.8
SMTZ23_10000629,WORSMTZ_628,#N/A,44.0686,48547,SMTZ23_1000062938,SMTZ23_10000629.131,CDS,33429,34019,590,2501416336,2501025505,44.4,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,30.32,pfam01558,KO:K00180,43.4,EC:1.2.7.8
SMTZ23_10001070,WORSMTZ_1069,#N/A,28.3622,38449,SMTZ23_1000107014,SMTZ23_10001070.46,CDS,13559,14536,977,2501415002,2501025505,39.6,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,28.25,pfam00557,KO:K01265,37,EC:3.4.11.18
SMTZ23_10008885,WORSMTZ_8884,#N/A,29.6711,30892,SMTZ23_1000888533,SMTZ23_10008885.120,CDS,27938,28555,617,2501416336,2501025505,37.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,27.64,pfam01558,KO:K00180,39.3,EC:1.2.7.8
SMTZ23_10002020,WORSMTZ_2019,#N/A,28.5857,29039,SMTZ23_1000202017,SMTZ23_10002020.58,CDS,15266,16240,974,2501415002,2501025505,42.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,33.33,pfam00557,KO:K01265,43.5,EC:3.4.11.18
SMTZ23_10005384,WORSMTZ_5383,#N/A,27.3819,18483,SMTZ23_1000538410,SMTZ23_10005384.36,CDS,10340,11320,980,2501415002,2501025505,41.4,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,32.43,pfam00557,KO:K01265,39.1,EC:3.4.11.18
SMTZ23_10005903,WORSMTZ_5902,#N/A,28.4097,17663,SMTZ23_1000590316,SMTZ23_10005903.55,CDS,16520,17500,980,2501415002,2501025505,40.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,34.45,pfam00557,KO:K01265,40.6,EC:3.4.11.18
SMTZ23_10005908,WORSMTZ_5907,#N/A,46.3665,17655,SMTZ23_100059087,SMTZ23_10005908.19,CDS,4588,6489,1901,2501414540,2501025505,51.5,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.42,pfam02775,KO:K00179,44.9,EC:1.2.7.8
SMTZ23_10009975,WORSMTZ_9974,#N/A,30.9369,13673,SMTZ23_100099756,SMTZ23_10009975.20,CDS,5532,6149,617,2501416336,2501025505,41.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,28.22,pfam01558,KO:K00180,39.1,EC:1.2.7.8
SMTZ23_10009975,WORSMTZ_9974,#N/A,30.9369,13673,SMTZ23_100099757,SMTZ23_10009975.24,CDS,6146,8050,1904,2501416335,2501025505,44.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.28,pfam02775,KO:K00179,43.6,EC:1.2.7.8
SMTZ23_10015826,WORSMTZ_15825,#N/A,29.8539,13623,SMTZ23_1001582617,SMTZ23_10015826.60,CDS,10768,12756,1988,2501414540,2501025505,47.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,36.89,pfam02775,KO:K00179,39.2,EC:1.2.7.8
SMTZ23_10017461,WORSMTZ_17460,#N/A,27.4583,10190,SMTZ23_100174619,SMTZ23_10017461.32,CDS,9287,10189,902,2501415002,2501025505,41.7,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,32.54,pfam00557,KO:K01265,41.1,EC:3.4.11.18
SMTZ23_10062158,WORSMTZ_67444,#N/A,27.9008,8670,SMTZ23_100621583,SMTZ23_10062158.9,CDS,1782,2762,980,2501415002,2501025505,38.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,35.24,pfam00557,KO:K01265,39.7,EC:3.4.11.18
SMTZ23_10030077,WORSMTZ_30076,#N/A,27.45,7745,SMTZ23_100300773,SMTZ23_10030077.9,CDS,2579,3559,980,2501415002,2501025505,41.3,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,33.78,pfam00557,KO:K01265,40.5,EC:3.4.11.18
SMTZ23_10036679,WORSMTZ_36678,#N/A,38.1536,6694,SMTZ23_100366794,SMTZ23_10036679.12,CDS,2049,2705,656,2501414539,2501025505,45.9,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,27.86,pfam01558,KO:K00180,39.7,EC:1.2.7.8
SMTZ23_10036679,WORSMTZ_36678,#N/A,38.1536,6694,SMTZ23_100366795,SMTZ23_10036679.16,CDS,2705,4645,1940,2501414540,2501025505,49.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,40.32,pfam02775,KO:K00179,42.3,EC:1.2.7.8
SMTZ23_10043134,WORSMTZ_43133,#N/A,32.12,6099,SMTZ23_100431342,SMTZ23_10043134.5,CDS,2164,3177,1013,2501415002,2501025505,42.2,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,37.22,pfam00557,KO:K01265,42.5,EC:3.4.11.18
SMTZ23_10060168,WORSMTZ_60167,#N/A,27.9575,5841,SMTZ23_100601684,SMTZ23_10060168.12,CDS,1418,2395,977,2501415002,2501025505,41.3,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482",Methionine aminopeptidase,COG0024,COG0024,33.48,pfam00557,KO:K01265,41,EC:3.4.11.18
SMTZ23_10056829,WORSMTZ_56828,#N/A,43.7597,5176,SMTZ23_100568296,SMTZ23_10056829.20,CDS,4942,5175,233,2501414539,2501025505,44.6,"Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;ferrophilus;Palaeococcus ferrophilus DMJ, DSM 13482","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,40.26,pfam01558,KO:K00180,43.8,EC:1.2.7.8
SMTZ23_10021426,WORSMTZ_21425,63,51.4862,9117,SMTZ23_100214263,SMTZ23_10021426.8,CDS,1062,2804,1742,638200459,638154514,36.7,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;abyssi;Pyrococcus abyssi GE5,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,37.18,pfam02775,KO:K00179,36.9,EC:1.2.7.8
SMTZ23_10008042,WORSMTZ_8041,#N/A,29.9778,21149,SMTZ23_1000804213,SMTZ23_10008042.43,CDS,14894,15175,281,638200802,638154514,59.5,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;abyssi;Pyrococcus abyssi GE5,domain,pfam01855,COG0674,40.24,pfam01855,KO:K00186,59.5,EC:1.2.7.7
SMTZ23_10003412,WORSMTZ_3411,#N/A,45.056,30815,SMTZ23_100034127,SMTZ23_10003412.22,CDS,8137,9057,920,638199532,638154514,51.3,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;abyssi;Pyrococcus abyssi GE5,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,45.6,pfam13522,KO:K00820,51.6,EC:2.6.1.16
SMTZ23_10022661,WORSMTZ_22660,#N/A,50.1041,14883,SMTZ23_100226617,SMTZ23_10022661.23,CDS,3489,4577,1088,638200719,638154514,36.7,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;abyssi;Pyrococcus abyssi GE5,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,36.96,pfam00155,KO:K00812,36.7,EC:2.6.1.1
SMTZ23_10012222,WORSMTZ_12221,#N/A,52.495,12986,SMTZ23_100122226,SMTZ23_10012222.17,CDS,3404,4609,1205,638200719,638154514,38.4,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;abyssi;Pyrococcus abyssi GE5,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,39.18,pfam00155,KO:K00812,38.4,EC:2.6.1.1
SMTZ23_10023973,WORSMTZ_23972,41,59.7116,14426,SMTZ23_100239738,SMTZ23_10023973.25,CDS,4831,5751,920,2517228205,2517093039,54.1,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;furiosus;Pyrococcus furiosus COM1,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",pfam02775,COG0028,50.99,pfam02775,KO:K01652,54.1,EC:2.2.1.6
SMTZ23_10006711,WORSMTZ_6710,#N/A,44.5157,55495,SMTZ23_1000671148,SMTZ23_10006711.163,CDS,47859,48932,1073,2517229443,2517093039,38.5,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;furiosus;Pyrococcus furiosus COM1,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,35.22,pfam00155,KO:K00812,38.5,EC:2.6.1.1
SMTZ23_10001933,WORSMTZ_1932,#N/A,49.6274,29522,SMTZ23_100019332,SMTZ23_10001933.5,CDS,1206,3101,1895,2517228107,2517093039,43.7,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;furiosus;Pyrococcus furiosus COM1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.89,pfam02775,KO:K00179,43.7,EC:1.2.7.8
